id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,operator,phone,opening_hours,dispensing,address
10-00043,زياني,Pharmacie Ziani,زياني,10,1038,Sour El Ghozlane,36.146418,3.694674,exact,osm_node,osm,"{""osm"":""node/5646684721""}",,,,,سور الغزلان
10-00044,,,,10,1001,Bouira,36.388597,3.900685,exact,osm_node,osm,"{""osm"":""node/5713936882""}",,,,,
10-00045,,,,10,1019,El Adjiba,36.329191,4.159598,exact,osm_node,osm,"{""osm"":""node/5993764789""}",,,,,
10-00046,,,,10,1019,El Adjiba,36.356085,4.122169,exact,osm_node,osm,"{""osm"":""node/5993765188""}",,,,,
10-00047,بورابعة,Pharmacie Bourabaa,بورابعة,10,1035,Ain-Bessem,36.294527,3.668948,exact,osm_node,osm,"{""osm"":""node/6126919891""}",,,,,
10-00048,شملال,Pharmacie chemlal,شملال,10,1035,Ain-Bessem,36.291294,3.675327,exact,osm_node,osm,"{""osm"":""node/6126926185""}",,,,,rue colonel si mehamed
10-00049,بوداعة,Pharmacie Boudaa,بوداعة,10,1035,Ain-Bessem,36.293435,3.674839,exact,osm_node,osm,"{""osm"":""node/6137139417""}",,,,,
10-00050,pharmacie Rosa,pharmacie Rosa,,10,1035,Ain-Bessem,36.295946,3.676881,exact,osm_node,osm,"{""osm"":""node/6402189888""}",,,,,
10-00051,Pharmacie Taibi,Pharmacie Taibi,,10,1015,El Hachimia,36.218085,3.817105,exact,osm_node,osm,"{""osm"":""node/6716445287""}",,,,true,
10-00052,,,,10,1001,Bouira,36.374133,3.902571,exact,osm_node,osm,"{""osm"":""node/7006600418""}",privé,,,true,"Rue Abane Ramdane, Bouira ⵝⵓⵠⵉⵔⴻⵜ 10000"
10-00053,,,,10,1001,Bouira,36.371831,3.901727,exact,osm_node,osm,"{""osm"":""node/7006600419""}",privé,,,true,"Rue Abane Ramdane, Bouira 10000"
10-00054,,,,10,1001,Bouira,36.378003,3.902921,exact,osm_node,osm,"{""osm"":""node/7006600420""}",privé,,,true,"Boulevard Zaamoum Salah, Bouira 10000"
10-00055,,,,10,1001,Bouira,36.377852,3.897307,exact,osm_node,osm,"{""osm"":""node/7006600421""}",,,,true,"Rue Tali Maamar, Bouira 10000"
10-00056,Pharmacie I,Pharmacie I,,10,1005,Kadiria,36.541612,3.666211,exact,osm_node,osm,"{""osm"":""node/8047774296""}",,,,true,
10-00057,pharmacie boussekine,pharmacie boussekine,,10,1005,Kadiria,36.536992,3.679052,exact,osm_node,osm,"{""osm"":""node/8120562559""}",,,,true,
10-00058,,,,10,1006,Hanif,36.329141,4.325429,exact,osm_node,osm,"{""osm"":""node/8780777817""}",,,Sa-Th 08:00-19:00,,route n 5 Ath mansour
10-00059,,,,10,1005,Kadiria,36.535576,3.680366,exact,osm_node,osm,"{""osm"":""node/9426543247""}",,,,true,Kadiria
10-00060,Pharmacie,Pharmacie,,10,1005,Kadiria,36.53482,3.682207,exact,osm_node,osm,"{""osm"":""node/9432950566""}",,,,true,
10-00061,,,,10,1019,El Adjiba,36.338053,4.186878,exact,osm_node,osm,"{""osm"":""node/9741037909""}",,,,true,
10-00062,,,,10,1019,El Adjiba,36.338076,4.186877,approximate,osm_centroid,osm,"{""osm"":""way/480207961""}",,,,true,
10-00063,,,,10,1001,Bouira,36.370873,3.891833,approximate,osm_centroid,osm,"{""osm"":""way/550296192""}",,,,,Bouira
10-00064,,,,10,1025,Ain El Hadjar,36.349925,3.835216,approximate,osm_centroid,osm,"{""osm"":""way/597694640""}",privée,,,true,Said Abid
10-00065,Pharmacie Hocini,Pharmacie Hocini,,10,1001,Bouira,36.374418,3.904719,approximate,osm_centroid,osm,"{""osm"":""way/706241231""}",privé,,,,"Rue Benabdellah Mohamed, Bouira"
11-00001,,,,11,1101,Tamanrasset,22.787349,5.53082,exact,osm_node,osm,"{""osm"":""node/3023242037""}",,,,,تمنراست
11-00002,,,,11,1101,Tamanrasset,22.787693,5.52808,exact,osm_node,osm,"{""osm"":""node/3280816790""}",,,,,تمنراست
11-00003,,,,11,1109,Ain Amguel,23.690354,5.151238,exact,osm_node,osm,"{""osm"":""node/4202881729""}",,,,,
11-00004,,,,11,1101,Tamanrasset,22.789536,5.523562,exact,osm_node,osm,"{""osm"":""node/4971416322""}",,,,,تمنراست
11-00005,Mahria;مهرية,Mahria,Mahria;مهرية,11,1101,Tamanrasset,22.79771,5.530121,exact,osm_node,osm,"{""osm"":""node/5427405922""}",,,,,"التجنب الشمالي, تمنراست"
11-00006,,,,11,1101,Tamanrasset,22.798622,5.527679,exact,osm_node,osm,"{""osm"":""node/5428357727""}",,,,,"التجنب الشمالي, تمنراست"
11-00007,Pharmacie Ahaggar;صيدلية الأهقار,Pharmacie Ahaggar,الأهقار,11,1101,Tamanrasset,22.787776,5.525095,exact,osm_node,osm,"{""osm"":""node/5428590721""}",,,,,تمنراست
11-00008,الدكتور موسى سيلت,Pharmacie Moussa,الدكتور موسى سيلت,11,,Abelsa,22.662064,4.577476,exact,osm_node,osm,"{""osm"":""node/6970555305""}",موسى,'+213 676 10 42 73,24/7,true,سيلت
11-00009,أسفر,Pharmacie Asfar,أسفر,11,1105,Idles,23.819322,5.937933,exact,osm_node,osm,"{""osm"":""node/7343499044""}",,'+213 553 81 24 51,24/7,true,أدلس
11-00010,,,,11,1101,Tamanrasset,22.794744,5.527478,exact,osm_node,osm,"{""osm"":""node/7941005147""}",,,,true,"شارع سيدي صلاح, تمنراست"
12-00001,pharmacie rebiai nadia,pharmacie rebiai nadia,,12,1205,El-Aouinet,35.860279,7.886778,exact,osm_node,osm,"{""osm"":""node/12948994124""}",,,,,
12-00002,Pharmacie Cheriet Zine,Pharmacie Cheriet Zine,,12,1205,El-Aouinet,35.867565,7.879263,exact,osm_node,osm,"{""osm"":""node/12949212612""}",,,,,
12-00003,شريط الزين,,شريط الزين,12,1205,El-Aouinet,35.86801,7.879981,exact,osm_node,osm,"{""osm"":""node/12949212613""}",,,,,
12-00004,,,,12,1212,Morsott,35.672855,8.010232,exact,osm_node,osm,"{""osm"":""node/12951305726""}",,,,,
12-00005,Pharmacie Fares Amir,Pharmacie Fares Amir,,12,1212,Morsott,35.670879,8.005568,exact,osm_node,osm,"{""osm"":""node/12951334989""}",,,,,
12-00006,Pharmacie Mouici Fawzi,Pharmacie Mouici Fawzi,,12,1212,Morsott,35.668815,8.013234,exact,osm_node,osm,"{""osm"":""node/12951388969""}",,,,,
12-00007,Djeffaly,Djeffaly,,12,1201,Tebessa,35.40409,8.12445,exact,osm_node,osm,"{""osm"":""node/2918664677""}",,,,,تبسة
12-00008,,,,12,1201,Tebessa,35.404382,8.1228,exact,osm_node,osm,"{""osm"":""node/2918664702""}",,,,,تبسة
12-00009,,,,12,1201,Tebessa,35.405012,8.123264,exact,osm_node,osm,"{""osm"":""node/2918664713""}",,,,,تبسة
12-00010,,,,12,1201,Tebessa,35.409819,8.118887,exact,osm_node,osm,"{""osm"":""node/3263004704""}",,,,,تبسة 12000
12-00011,,,,12,1217,Bekkaria,35.375597,8.239788,exact,osm_node,osm,"{""osm"":""node/4127861428""}",,,,,بكارية
12-00012,إبراهم فتحي,Pharmacie Braham Fathi,إبراهم فتحي,12,1201,Tebessa,35.394843,8.12019,exact,osm_node,osm,"{""osm"":""node/4274581589""}",فتحي,,,true,تبسة 12000
12-00013,Pharmacie 3806 صيدلية,Pharmacie 3806,Pharmacie 3806 صيدلية,12,1210,Bir Mokkadem,35.373009,7.805309,exact,osm_node,osm,"{""osm"":""node/4308834989""}",,,,true,بئر مقدم
12-00014,,,,12,1205,El-Aouinet,35.866252,7.887513,exact,osm_node,osm,"{""osm"":""node/4449434489""}",,,,,12300
12-00015,وهاب,Zennach waheb,وهاب,12,1201,Tebessa,35.419415,8.118972,exact,osm_node,osm,"{""osm"":""node/4755872521""}",وهاب,,,true,تبسة
12-00016,Pharmacie Brahmia,Pharmacie Brahmia,,12,1224,El Meridj,35.794277,8.22736,exact,osm_node,osm,"{""osm"":""node/4816360521""}",,,,,
12-00017,,,,12,1201,Tebessa,35.417224,8.129082,exact,osm_node,osm,"{""osm"":""node/5195391421""}",,,,,"نهج عرشي خليل, تبسة 12000"
12-00018,,,,12,1205,El-Aouinet,35.864298,7.886716,exact,osm_node,osm,"{""osm"":""node/5197807726""}",,,,,
12-00019,وسط المدينة,Pharmacie du centre-ville,وسط المدينة,12,1205,El-Aouinet,35.866891,7.886957,exact,osm_node,osm,"{""osm"":""node/5197807727""}",,,,true,
12-00020,,,,12,1201,Tebessa,35.402,8.110928,exact,osm_node,osm,"{""osm"":""node/5308435324""}",,,,,تبسة
12-00021,خذيري مليك,Pharmacie Khediri malik,خذيري مليك,12,1201,Tebessa,35.407696,8.112312,exact,osm_node,osm,"{""osm"":""node/5347477942""}",مليك,,24/7,,"شارع الأمير عبد القادر, تبسة"
12-00022,مسار عبده,Pharmacie Messar Abdo,مسار عبده,12,1210,Bir Mokkadem,35.372449,7.809962,exact,osm_node,osm,"{""osm"":""node/6180582651""}",,,,true,بئر مقدم
12-00023,أحمد شاويش,Pharmacie Ahmed Chaouch,أحمد شاويش,12,1201,Tebessa,35.38948,8.105887,exact,osm_node,osm,"{""osm"":""node/6182410957""}",,,,true,"طريق الميزاب, تبسة 12000"
12-00024,عمار,Djabarri Ammar,عمار,12,1203,Cheria,35.261204,7.751954,exact,osm_node,osm,"{""osm"":""node/6223423786""}",,,,,
12-00025,زهاني عبد العالي,Pharmacie Dzahani Abd Laali,زهاني عبد العالي,12,1203,Cheria,35.270253,7.751544,exact,osm_node,osm,"{""osm"":""node/6223423787""}",,,,,"طريق ثليجان, الشريعة 12002"
12-00026,ابن سينا,Pharmacie Ibn Sina,ابن سينا,12,1203,Cheria,35.271471,7.752062,exact,osm_node,osm,"{""osm"":""node/6223435187""}",,,,,"طريق تبسة, الشريعة 12002"
12-00027,نويجم بوجمعة,Pharmacie Nouidjem Boudjemaa,نويجم بوجمعة,12,1203,Cheria,35.272821,7.753809,exact,osm_node,osm,"{""osm"":""node/6223436585""}",,,,,"طريق تازبنت, الشريعة 12002"
12-00028,جباري عمار,Pharmacie Djabarri Ammar,جباري عمار,12,1203,Cheria,35.269444,7.751761,exact,osm_node,osm,"{""osm"":""node/6225230987""}",,,24/7,,"طريق ثليجان, الشريعة 12002"
12-00029,,,,12,1201,Tebessa,35.408066,8.126173,exact,osm_node,osm,"{""osm"":""node/6258523928""}",,,,true,تبسة
12-00030,,,,12,1201,Tebessa,35.403862,8.121147,exact,osm_node,osm,"{""osm"":""node/6258796912""}",,,,true,تبسة
12-00031,مسعود حسيبة,Hadj messaoud hassiba,مسعود حسيبة,12,1219,Ouenza,35.950083,8.134527,exact,osm_node,osm,"{""osm"":""node/6360068486""}",,,,,1 novembre 1954
12-00032,,,,12,1201,Tebessa,35.401615,8.118045,exact,osm_node,osm,"{""osm"":""node/7075749956""}",,,,true,تبسة 12000
12-00033,,,,12,1201,Tebessa,35.410373,8.131742,exact,osm_node,osm,"{""osm"":""node/7075803695""}",,,,true,تبسة 12000
12-00034,Pharmacie Principale,Pharmacie Principale,,12,1201,Tebessa,35.421474,8.106423,exact,osm_node,osm,"{""osm"":""node/7671587471""}",,,,true,
12-00035,,,,12,1201,Tebessa,35.431011,8.051097,exact,osm_node,osm,"{""osm"":""node/7921488043""}",,,,true,"طريق قسنطينة, تبسة"
12-00036,,,,12,1205,El-Aouinet,35.867754,7.879706,exact,osm_node,osm,"{""osm"":""node/8693846719""}",,,,,حي النهضة
13-00001,,,,13,1301,Tlemcen,34.902986,-1.32649,exact,osm_node,osm,"{""osm"":""node/10024759382""}",,,,true,
13-00002,,,,13,1301,Tlemcen,34.884239,-1.32819,exact,osm_node,osm,"{""osm"":""node/10024820550""}",,,,,
13-00003,Pharmacie Hamza Cherif,Pharmacie Hamza Cherif,,13,1301,Tlemcen,34.882909,-1.326348,exact,osm_node,osm,"{""osm"":""node/10067642566""}",,,,,
13-00004,,,,13,1301,Tlemcen,34.88249,-1.303693,exact,osm_node,osm,"{""osm"":""node/10067669128""}",,,,,
13-00005,رحال,Pharmacie Rahhal,رحال,13,1313,Ouled Mimoun,34.90495,-1.027343,exact,osm_node,osm,"{""osm"":""node/11406139870""}",,,,,
13-00006,,,,13,1301,Tlemcen,34.888131,-1.326352,exact,osm_node,osm,"{""osm"":""node/1156421093""}",,,,,تلمسان
13-00007,LOKBANI,LOKBANI,,13,1301,Tlemcen,34.884324,-1.325733,exact,osm_node,osm,"{""osm"":""node/1156426964""}",,,,,
13-00008,,,,13,1301,Tlemcen,34.878591,-1.325559,exact,osm_node,osm,"{""osm"":""node/1161105687""}",,,,,تلمسان
13-00009,,,,13,1325,Ain Nehala,35.026603,-0.889607,exact,osm_node,osm,"{""osm"":""node/11903970269""}",,,,,
13-00010,,,,13,1325,Ain Nehala,35.025446,-0.890701,exact,osm_node,osm,"{""osm"":""node/11903970469""}",,,,,
13-00011,,,,13,1304,Remchi,35.060309,-1.428986,exact,osm_node,osm,"{""osm"":""node/1712460702""}",,,,,
13-00012,,,,13,1304,Remchi,35.051721,-1.431317,exact,osm_node,osm,"{""osm"":""node/1966850006""}",,,,,
13-00013,,,,13,1304,Remchi,35.065057,-1.431416,exact,osm_node,osm,"{""osm"":""node/1966869217""}",,,,,
13-00014,,,,13,1304,Remchi,35.060862,-1.427304,exact,osm_node,osm,"{""osm"":""node/1966869266""}",,,,,
13-00015,,,,13,1304,Remchi,35.058835,-1.432081,exact,osm_node,osm,"{""osm"":""node/1966870573""}",,,,,
13-00016,,,,13,1304,Remchi,35.058752,-1.431698,exact,osm_node,osm,"{""osm"":""node/1966870574""}",,,,,
13-00017,,,,13,1304,Remchi,35.062603,-1.431411,exact,osm_node,osm,"{""osm"":""node/1966870575""}",,,,,
13-00018,,,,13,1304,Remchi,35.059892,-1.430336,exact,osm_node,osm,"{""osm"":""node/1976900050""}",,,,,
13-00019,,,,13,1301,Tlemcen,34.880602,-1.324523,exact,osm_node,osm,"{""osm"":""node/2152563790""}",,,,,تلمسان
13-00020,Pharmacie Kazi Tani Mohamed,Pharmacie Kazi Tani Mohamed,,13,1301,Tlemcen,34.875568,-1.32459,exact,osm_node,osm,"{""osm"":""node/2152565805""}",,,,,Tlemcen
13-00021,,,,13,1340,Nedroma,35.017492,-1.757327,exact,osm_node,osm,"{""osm"":""node/2591540107""}",,,,,ندرومة 13600
13-00022,Benamour,Benamour,,13,1340,Nedroma,35.033796,-1.76741,exact,osm_node,osm,"{""osm"":""node/2591590104""}",,,,,"1er novembre, Khouriba"
13-00023,,,,13,1351,Mansourah,34.869463,-1.334881,exact,osm_node,osm,"{""osm"":""node/3098530623""}",,,,,
13-00024,,,,13,1351,Mansourah,34.887558,-1.339828,exact,osm_node,osm,"{""osm"":""node/3098589755""}",,,,,المنصورة
13-00025,,,,13,1301,Tlemcen,34.878514,-1.318653,exact,osm_node,osm,"{""osm"":""node/3202298644""}",,,,,تلمسان
13-00026,MOUS,MOUS,,13,1327,Maghnia,34.8482,-1.749573,exact,osm_node,osm,"{""osm"":""node/3641774419""}",,,,,
13-00027,موساوي,Pharmacie Moussaoui,موساوي,13,1327,Maghnia,34.847592,-1.75203,exact,osm_node,osm,"{""osm"":""node/3641774420""}",,,Mo-Su 08:00-01:00,,13300
13-00028,Almeditech Boughoumd,Almeditech Boughoumd,,13,1327,Maghnia,34.848745,-1.746247,exact,osm_node,osm,"{""osm"":""node/3641774421""}",,,,,
13-00029,,,,13,1327,Maghnia,34.84823,-1.74128,exact,osm_node,osm,"{""osm"":""node/3641774422""}",,,,,مغنية
13-00030,نير,Pharmacie Nair,نير,13,1327,Maghnia,34.847655,-1.727125,exact,osm_node,osm,"{""osm"":""node/3675703257""}",,,,,مغنية
13-00031,Pharmacie Chenini,Pharmacie Chenini,,13,1350,Chetouane,34.923216,-1.330207,exact,osm_node,osm,"{""osm"":""node/4080344245""}",,,,,
13-00032,Pharmacie Beb El Khemis,Pharmacie Beb El Khemis,,13,1301,Tlemcen,34.874327,-1.324068,exact,osm_node,osm,"{""osm"":""node/4154471904""}",,,,,
13-00033,MEKHFI Abdennour,MEKHFI Abdennour,,13,1327,Maghnia,34.849421,-1.752457,exact,osm_node,osm,"{""osm"":""node/4154618437""}",Mekhfi,,08:00-23:00,,Maghnia 13300
13-00034,Sbiae,Sbiae,,13,1301,Tlemcen,34.873116,-1.320237,exact,osm_node,osm,"{""osm"":""node/4158897618""}",,,,,
13-00035,,,,13,1301,Tlemcen,34.872319,-1.319555,exact,osm_node,osm,"{""osm"":""node/4158897622""}",,,,,تلمسان
13-00036,Mansouri,Mansouri,,13,1301,Tlemcen,34.875192,-1.311942,exact,osm_node,osm,"{""osm"":""node/4194318266""}",,,,,
13-00037,Belkhodja,Belkhodja,,13,1301,Tlemcen,34.873702,-1.316295,exact,osm_node,osm,"{""osm"":""node/4194318496""}",,,,,
13-00038,Pharmacie Bakhti,Pharmacie Bakhti,,13,1351,Mansourah,34.871755,-1.323546,exact,osm_node,osm,"{""osm"":""node/4194318534""}",,,,,
13-00039,Pharmacie Chifaa Boumerzak,Pharmacie Chifaa Boumerzak,,13,1326,Hennaya,34.913336,-1.353504,exact,osm_node,osm,"{""osm"":""node/4194318848""}",,,,,
13-00040,Tchiali,Tchiali,,13,1301,Tlemcen,34.892731,-1.32885,exact,osm_node,osm,"{""osm"":""node/4195762925""}",,,,,
13-00041,Pharmacie Chikh,Pharmacie Chikh,,13,1350,Chetouane,34.921417,-1.294586,exact,osm_node,osm,"{""osm"":""node/4196223829""}",,,,,
13-00042,Pharmacie Centrale,Pharmacie Centrale,,13,1350,Chetouane,34.920306,-1.290602,exact,osm_node,osm,"{""osm"":""node/4196223902""}",,,,,
13-00043,Zaïr,Zaïr,,13,1319,Dar Yaghmoracen,35.097431,-1.797681,exact,osm_node,osm,"{""osm"":""node/4242784750""}",,,,,
13-00044,Pharmacie EMDIMED,Pharmacie EMDIMED,,13,1307,Ghazaouet,35.100324,-1.860763,exact,osm_node,osm,"{""osm"":""node/4296805855""}",,,,,
13-00045,Pharmacie Gharnati 2,Pharmacie Gharnati 2,,13,1345,Tianet,35.063666,-1.820366,exact,osm_node,osm,"{""osm"":""node/4303129790""}",,,Mo-Su 09:00-22:00,,
13-00046,بختي,pharmacie Bakhti,بختي,13,1308,Souani,34.941394,-1.929331,exact,osm_node,osm,"{""osm"":""node/4323282592""}",,,,,سيدي بوجنان
13-00047,Pharmacie Hamdani,Pharmacie Hamdani,,13,1306,Sabra,34.829524,-1.52524,exact,osm_node,osm,"{""osm"":""node/4385376642""}",Hamdani Sihem,,,,
13-00048,Pharmacie Bouhafena,Pharmacie Bouhafena,,13,1306,Sabra,34.829978,-1.522917,exact,osm_node,osm,"{""osm"":""node/4385376643""}",,,,,
13-00049,Pharmacie Ferradj,Pharmacie Ferradj,,13,1306,Sabra,34.828416,-1.527854,exact,osm_node,osm,"{""osm"":""node/4385386222""}",Ferradj A.GHANI,,,,
13-00050,حقيقي,pharmacie HAKIKI,حقيقي,13,1327,Maghnia,34.85193,-1.738006,exact,osm_node,osm,"{""osm"":""node/4405253091""}",,,,,مغنية
13-00051,مداني,Pharmacie MADANI,مداني,13,1327,Maghnia,34.848289,-1.739624,exact,osm_node,osm,"{""osm"":""node/4405970689""}",,,,,مغنية
13-00052,Boukais Rachid,Boukais Rachid,,13,1327,Maghnia,34.849405,-1.743054,exact,osm_node,osm,"{""osm"":""node/4420546104""}",,,,,
13-00053,Boussekkine,Boussekkine,,13,1327,Maghnia,34.851264,-1.729513,exact,osm_node,osm,"{""osm"":""node/4420546105""}",,,,,
13-00054,بنعمارة,Hocine Benamara,بنعمارة,13,1327,Maghnia,34.84585,-1.726033,exact,osm_node,osm,"{""osm"":""node/4420546106""}",بنعمارة,,,,مغنية
13-00055,Miraoui,Miraoui,,13,1327,Maghnia,34.845257,-1.747505,exact,osm_node,osm,"{""osm"":""node/4420546107""}",,,,,
13-00056,Tighezza,Tighezza,,13,1327,Maghnia,34.8479,-1.744074,exact,osm_node,osm,"{""osm"":""node/4420546108""}",,,,,
13-00057,Pharmacie madouri,Pharmacie madouri,,13,1327,Maghnia,34.850583,-1.735747,exact,osm_node,osm,"{""osm"":""node/4444610692""}",,,,,
13-00058,طالب,Pharmacie TALEB,طالب,13,1330,M'sirda Fouaga,34.975886,-2.101231,exact,osm_node,osm,"{""osm"":""node/4465555892""}",,,,,بوكانون
13-00059,pharmacie KAZI,pharmacie KAZI,,13,1350,Chetouane,34.910593,-1.323778,exact,osm_node,osm,"{""osm"":""node/4549657690""}",,,,,
13-00060,Pharmacie,Pharmacie,,13,1334,Sidi Abdelli,35.061453,-1.130654,exact,osm_node,osm,"{""osm"":""node/4577826790""}",,,,,
13-00061,Pharmacie Maatalah,Pharmacie Maatalah,,13,1334,Sidi Abdelli,34.993445,-1.092214,exact,osm_node,osm,"{""osm"":""node/4692697189""}",,,,,"sidi senouci, 13076"
13-00062,Pharmacie Boukli Hacene Sabri,Pharmacie Boukli Hacene Sabri,,13,1351,Mansourah,34.87587,-1.369112,exact,osm_node,osm,"{""osm"":""node/4780130307""}",,,,,
13-00063,,,,13,1326,Hennaya,34.921253,-1.347865,exact,osm_node,osm,"{""osm"":""node/4848434323""}",,,,,
13-00064,,,,13,1301,Tlemcen,34.886597,-1.327792,exact,osm_node,osm,"{""osm"":""node/4957311722""}",,,,,تلمسان
13-00065,Pharmacie El Amal,Pharmacie El Amal,,13,1350,Chetouane,34.92199,-1.329932,exact,osm_node,osm,"{""osm"":""node/5049675322""}",,,,,
13-00066,Pharmacie Taleb-Baba Ahmed,Pharmacie Taleb-Baba Ahmed,طالب بابا أحمد,13,1350,Chetouane,34.918016,-1.323737,exact,osm_node,osm,"{""osm"":""node/5049675332""}",,'+213 43 360 781,Sa-Th 08:00-21:00,,
13-00067,Pharmacie Ounadjela,Pharmacie Ounadjela,,13,1351,Mansourah,34.880182,-1.346598,exact,osm_node,osm,"{""osm"":""node/5049675360""}",,,,,
13-00068,Pharmacie Baba Ahmed,Pharmacie Baba Ahmed,,13,1351,Mansourah,34.879709,-1.344184,exact,osm_node,osm,"{""osm"":""node/5049675366""}",,,,,
13-00069,Pharmacie Centrale,Pharmacie Centrale,,13,1351,Mansourah,34.887148,-1.36527,exact,osm_node,osm,"{""osm"":""node/5049675454""}",,,,,
13-00070,Pharmacie Moussaoui Amine,Pharmacie Moussaoui Amine,,13,1327,Maghnia,34.847838,-1.750114,exact,osm_node,osm,"{""osm"":""node/5057373370""}",,,,,
13-00071,Pharmacie AGADIR,Pharmacie AGADIR,,13,1301,Tlemcen,34.88692,-1.302715,exact,osm_node,osm,"{""osm"":""node/5070306830""}",,,,,
13-00072,pharmacie Benrezzag,pharmacie benrezzag,,13,1319,Dar Yaghmoracen,35.076223,-1.784144,exact,osm_node,osm,"{""osm"":""node/5208080521""}",Pharmacie,,24/7,,"10101 bentata, 13000"
13-00073,,,,13,1301,Tlemcen,34.88546,-1.305505,exact,osm_node,osm,"{""osm"":""node/5614188023""}",,,,,
13-00074,Pharmacie Boukli Hassen,Pharmacie Boukli Hassen,بوكلي حسان,13,1312,Ain Fezza,34.878313,-1.23846,exact,osm_node,osm,"{""osm"":""node/5644778221""}",,043591261,,,13022
13-00075,djaafar,djaafar,,13,1334,Sidi Abdelli,35.064579,-1.129976,exact,osm_node,osm,"{""osm"":""node/5927841466""}",,,,,bd martyr tadjouri abderrahmane
13-00076,العربي,Pharmacie Larabi,العربي,13,1339,Marsa Ben M'hidi,35.079214,-2.204909,exact,osm_node,osm,"{""osm"":""node/6313081585""}",,,,,مرسى بن مهيدي
13-00077,أوكبدان,Pharmacie Oukebdane,أوكبدان,13,1339,Marsa Ben M'hidi,35.082832,-2.200171,exact,osm_node,osm,"{""osm"":""node/6313081586""}",,,,,مرسى بن مهيدي
13-00078,,,,13,1301,Tlemcen,34.877524,-1.323422,exact,osm_node,osm,"{""osm"":""node/6358120886""}",,,,,تلمسان
13-00079,Pharmacie,Pharmacie,,13,1351,Mansourah,34.872995,-1.367137,exact,osm_node,osm,"{""osm"":""node/6358126985""}",,,,,"Evitement Ouest de Tlemcen, 13000"
13-00080,Pharmacie 2206,Pharmacie 2206,,13,1351,Mansourah,34.874733,-1.36769,exact,osm_node,osm,"{""osm"":""node/6358126986""}",,,,true,
13-00081,Pharmacie 8310,Pharmacie 8310,,13,1351,Mansourah,34.87529,-1.364773,exact,osm_node,osm,"{""osm"":""node/6358126987""}",,,,true,
13-00082,Pharmacie,Pharmacie,,13,1351,Mansourah,34.875766,-1.361122,exact,osm_node,osm,"{""osm"":""node/6358144785""}",,,,,Bouhannak
13-00083,Pharmacie,Znagi,,13,1313,Ouled Mimoun,34.901073,-1.039078,exact,osm_node,osm,"{""osm"":""node/8181100524""}",,,,,
13-00084,Benabdelhadi,Benabdelhadi,,13,1313,Ouled Mimoun,34.904066,-1.035538,exact,osm_node,osm,"{""osm"":""node/8181100920""}",,,,,
13-00085,Farmacity,Farmacity,,13,1340,Nedroma,35.013319,-1.751401,approximate,osm_centroid,osm,"{""osm"":""way/1172723004""}",,,,,ندرومة
13-00086,منصور,Benmensour,منصور,13,1340,Nedroma,35.010839,-1.748365,approximate,osm_centroid,osm,"{""osm"":""way/1172723987""}",,,,,ندرومة
13-00087,Pharmacie Khater Fethi,Pharmacie Khater Fethi,,13,1327,Maghnia,34.850926,-1.722178,approximate,osm_centroid,osm,"{""osm"":""way/438014950""}",,,,,
14-00001,عقيبة,,عقيبة,14,1408,Medrissa,34.896462,1.237006,exact,osm_node,osm,"{""osm"":""node/10716086131""}",,,,,
14-00002,,,,14,1422,Guertoufa,35.390994,1.255299,exact,osm_node,osm,"{""osm"":""node/13004126415""}",,,,,
14-00003,Pharmacie Rouane Fatima Zohra,Pharmacie Rouane Fatima Zohra,,14,1416,Sougueur,35.174353,1.488472,exact,osm_node,osm,"{""osm"":""node/13006215248""}",,,,,
14-00004,Pharmacie souhaib,Pharmacie souhaib,,14,1417,Si Abdelghani,35.231839,1.636212,exact,osm_node,osm,"{""osm"":""node/13011483981""}",,,,,
14-00005,benyoub madjid pharmacy,benyoub madjid pharmacy,,14,1417,Si Abdelghani,35.231581,1.63538,exact,osm_node,osm,"{""osm"":""node/13011483982""}",,,,,
14-00006,Pharmacie Averroès,Pharmacie Averroès,,14,1401,Tiaret,35.378962,1.331272,exact,osm_node,osm,"{""osm"":""node/13020903776""}",,,,,
14-00007,Moumen Med Pharmacy,Moumen Med Pharmacy,,14,1406,Ain Deheb,34.847769,1.549764,exact,osm_node,osm,"{""osm"":""node/13021890704""}",,,,,
14-00008,Belguandouz Pharmacy,Belguandouz Pharmacy,,14,1406,Ain Deheb,34.844411,1.546542,exact,osm_node,osm,"{""osm"":""node/13021890712""}",,,,,
14-00009,pharmacie ABBAS NABIL,pharmacie ABBAS NABIL,,14,1418,Ain El Hadid,35.058946,0.885113,exact,osm_node,osm,"{""osm"":""node/13039328837""}",,,,,
14-00010,Pharmacie Bourahli,Pharmacie Bourahli,,14,1418,Ain El Hadid,35.056743,0.884324,exact,osm_node,osm,"{""osm"":""node/13039340108""}",,,,,
14-00011,حرير,,حرير,14,1418,Ain El Hadid,35.056484,0.886138,exact,osm_node,osm,"{""osm"":""node/13039340110""}",,,,,
14-00012,Pharmacie OUSSAMA AHMED HADRI,Pharmacie OUSSAMA AHMED HADRI,أسامة أحمد هادري,14,1410,Madna,34.755437,0.984688,exact,osm_node,osm,"{""osm"":""node/13043823131""}",,,,,
14-00013,,,,14,1436,Chehaima,34.89715,1.302372,exact,osm_node,osm,"{""osm"":""node/13051986174""}",,,,,
