id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,bank_id,address,phone
badr-748,EL-HARROUCH,21,,,36.6511645,6.833368,exact,bank_locator,bank_locator,badr,RUE BACHIR BOUKADOUM,
badr-749,BENI OUELBANE,21,,,36.626347,6.638918,exact,bank_locator,bank_locator,badr,PLACE DE MAIRIE BENI OUELBANE,
badr-750,TAMALOUS,21,,,36.8382107,6.6404216,exact,bank_locator,bank_locator,badr,CITE 100 LOGTS BT N°02,
badr-751,SKIKDA (B),21,,,36.881895,6.906518,exact,bank_locator,bank_locator,badr,"88, AVENUE MED BOUGUERGOUR",
badr-756,RAMDANE DJAMEL,21,,,36.754318,6.896869,exact,bank_locator,bank_locator,badr,ROUTE DE LA CASOREC R. DJAMEL,
badr-763,SIDI BEL ABBES,22,,,35.1903906,-0.6331015,exact,bank_locator,bank_locator,badr,PLACE 1er NOVEMBRE,
badr-764,SIDI HAMADOUCHE,22,,,35.3004392,-0.5470804,exact,bank_locator,bank_locator,badr,MAISON DE L'AGRICULTURE,
badr-765,BEN BADIS,22,,,,,,,bank_locator,badr,"51, BOULEVARD COLONEL LOTFI",
badr-766,TELAGH,22,,,34.7851252,-0.5741074,exact,bank_locator,bank_locator,badr,"45, BD MOHAMED KHEMISTI",
badr-767,BOUKHANEFIS,22,,,,,,,bank_locator,badr,RUE DES MARTYRS,
badr-768,EL MALAH,46,,,35.3899817,-1.0959775,exact,bank_locator,bank_locator,badr,RUE MOHAMED KHEMISTI,
badr-769,HAMMAM BOU-HADJAR,46,,,35.37889,-0.96778,exact,bank_locator,bank_locator,badr,RUE LARBI BENM'HIDI,
badr-770,EL AMRIA,46,,,35.52439,-1.01577,exact,bank_locator,bank_locator,badr,MAISON DE L'AGRICULTURE,
badr-771,SFISEF,22,,,,,,,bank_locator,badr,RUEAISSAT IDIR ( RUE DU TRIBUNAL) SFISEF,
badr-772,AIN TEMOUCHENT,46,,,35.33333,-1.08333,exact,bank_locator,bank_locator,badr,COMPLEXE BD ROUTE D'ORAN,
badr-773,EMIR ABDELKADER,22,,,35.2103473,-0.6295963,exact,bank_locator,bank_locator,badr,CITE 274 LOGEMENTS ZONE NORD SIDI DJILLALI,
badr-774,SORIA BENDIMERED,22,,,35.19118226,-0.6333212,exact,bank_locator,bank_locator,badr,RUE LALOUT BELABBES,
badr-775,SIDI LAHCENE,22,,,35.1658323,-0.6924438,exact,bank_locator,bank_locator,badr,RUE DOUSSAS ZOUAOUI,
badr-802,ANNABA,23,,,36.9002753,7.7603698,exact,bank_locator,bank_locator,badr,ANGLE ENTRE 16 COURS DE LA REVOLUTION ET 19 RUE CNRA,
badr-803,EL KALA,42,,,36.5314,1.89891,exact,bank_locator,bank_locator,badr,7 RUE DU SAHRA,
badr-804,BESBES,36,,,36.703614,7.850859,exact,bank_locator,bank_locator,badr,CHEMIN DE LA WILAYA 136,
badr-805,DREAN,36,,,36.68482,7.75111,exact,bank_locator,bank_locator,badr,"08,RUE BENBOUALI MED",
badr-807,BEN M'HIDI,36,,,36.767335,7.902145,exact,bank_locator,bank_locator,badr,Rue BOUTABIA Ahmed BEN M’HIDI – EL TARF -,
badr-808,EL HADJAR,23,,,36.77505,7.6770911,exact,bank_locator,bank_locator,badr,El Hadjar Centre El Hadjar,
badr-811,EL TARF,36,,,36.767,8.315718,exact,bank_locator,bank_locator,badr,HADDAD ABDELKRIM,
badr-812,EL HATTAB,23,,,36.899228,7.753282,exact,bank_locator,bank_locator,badr,BOULEVARD BOUZARED HOUCINE,
badr-813,BERRAHAL,23,,,36.83528,7.45333,exact,bank_locator,bank_locator,badr,CENTRE COMMERCAIL BP 50 A BERRAHAL,
badr-823,BOUHADJAR,36,,,36.505077,8.106933,exact,bank_locator,bank_locator,badr,AV DU 05 JUILLET 1962,
badr-831,CONSTANTINE,25,,,36.36369,6.60961,exact,bank_locator,bank_locator,badr,AVENUE ZAABANA BP 419,
badr-833,CHELGHOUM LAID,43,,,36.1605629,6.1673286,exact,bank_locator,bank_locator,badr,RUE KHELIFI ABDERAHMANE,
badr-834,MILA,43,,,36.4564865,6.2611602,exact,bank_locator,bank_locator,badr,CITE DES 500 LOGEMENTS MILA,
badr-835,ROUACHED,43,,,36.460231,6.036229,exact,bank_locator,bank_locator,badr,CITE RABAH BOULEFREKH,
badr-836,EL-KHROUB,25,,,36.25776,6.69901,exact,bank_locator,bank_locator,badr,CITE 1600 LOGTS N° 65,
badr-837,"GRAREM"",address:`RUE DE L'ALN GOUGA ""CENTRE""`,contact:""Tel: 031 44 56 99 031 44 51 80 L/D: 031 44 59 42 Fax: 031 44 57 00"",wilaya:""Mila"",lat:36.1605629,lng:6.1673286},{code:""840"",name:""OUED ATHMANIA",02,,,36.0194,1.16012,exact,bank_locator,bank_locator,badr,OUED ATHMANIA COMMUNE OUED ATHMANIA -,
badr-838,AIN ABID,25,,,36.23123,6.9451,exact,bank_locator,bank_locator,badr,PLACE DES MARTYRS,
badr-839,EMIR ABDELKADER,25,,,36.34635,6.60335,exact,bank_locator,bank_locator,badr,GALERIE MARCHANDE MOSQUEE EMIR A E K,
badr-841,TELEGHMA,43,,,36.1180204,6.3581086,exact,bank_locator,bank_locator,badr,RUE HADJIRA AHMED TELEGHMA 841.,
badr-842,OUED ENDJA,43,,,36.53903,6.2643,exact,bank_locator,bank_locator,badr,"21,RUE LAMGOUAL YOUCEF",
badr-843,TADJENANET,43,,,36.122237,5.984526,exact,bank_locator,bank_locator,badr,RUE KHETTAT AHMED,
badr-844,PALMA,25,,,36.33081,6.59053,exact,bank_locator,bank_locator,badr,ZONE INDUSTRIELLE PALMA,
badr-846,MEDEA,26,,,36.08333,3,approximate,bank_locator,bank_locator,badr,"1, RUE DES FRERES BENTURKIA",
badr-848,TABLAT,26,,,36.41282,3.31007,exact,bank_locator,bank_locator,badr,Rue SALHI Brahim Tablat,
badr-850,BENI-SLIMANE,26,,,36.34889,2.75472,exact,bank_locator,bank_locator,badr,CITE NOUVELLE VILLE,
badr-852,KSAR EL BOUKHARI,67,,,35.8896333,2.7490425,exact,bank_locator,bank_locator,badr,"60, Bd MOHAMED KHEMISTI",
badr-853,BERROUAGHIA,26,,,36.1332718,2.9175237,exact,bank_locator,bank_locator,badr,"10, AVENUE DE LA REPUBLIQUE",
badr-855,EL OMARIA,26,,,36.26458,3.03083,exact,bank_locator,bank_locator,badr,RUE BENTARCHA MILOUD,
badr-856,AIN BOUCIF,67,,,35.8354145,3.1577821,exact,bank_locator,bank_locator,badr,RUE AMEUR KADDOUR,
badr-856-1,GUICHET AVANCE CHALLALET EL ADHAOURA,27,,,36.1643449,0.4406587,exact,bank_locator,bank_locator,badr,CENTRE COMMERCIAL,
badr-857,SOUAGUI,26,,,36.12458,3.26446,exact,bank_locator,bank_locator,badr,SOUAGUI CENTRE,
badr-868,OUED RHIOU,48,,,35.960922,0.915697,exact,bank_locator,bank_locator,badr,BD DES MARTYRS,
badr-869,MENDES,48,,,35.65064,0.865219,exact,bank_locator,bank_locator,badr,RUE OUADAH LAZREG,
badr-870,RELIZANE,48,,,35.741737,0.554733,exact,bank_locator,bank_locator,badr,"17, RUE CHEIKH LARBI TEBESSI",
badr-872,AIN TEDELES,48,,,35.7459617,0.5559479,exact,bank_locator,bank_locator,badr,AVENUE DE LA GARE,
badr-873,MAZOUNA,48,,,36.123256,0.876574,exact,bank_locator,bank_locator,badr,CENTRE COMMERCIAL SIDI ADDA,
badr-874,BOUGUIRAT,27,,,35.7502319,0.2566146,exact,bank_locator,bank_locator,badr,BOUGUIRAT CENTRE,
badr-875,ZEMMORA,48,,,35.721486,0.758775,exact,bank_locator,bank_locator,badr,CITE DES 100 LOGEMENTS,
badr-876,AMMI MOUSSA,48,,,35.865594,1.112421,exact,bank_locator,bank_locator,badr,CENTRE COMMERCIAL,
badr-877,YELLEL,48,,,35.718772,0.358072,exact,bank_locator,bank_locator,badr,CITE DES 200 LOGEMENTS,
badr-878,MESRA,27,,,35.9250844,0.0850417,exact,bank_locator,bank_locator,badr,AVENUE MOHAMED KHEMISTI,
badr-903,SIDI AISSA,17,,,35,3,approximate,bank_locator,bank_locator,badr,RUE 05 JUILLET LOCAL N°01,
badr-904,M'SILA,68,,,35,4,approximate,bank_locator,bank_locator,badr,NOUVELLE CITE ADMINISTRATIVE,
badr-905,BOU SAADA,68,,,35,4,approximate,bank_locator,bank_locator,badr,RUE DE LA PALESTINE BOUSAÂDA,
badr-906,AIN EL MELH,66,,,34,4,approximate,bank_locator,bank_locator,badr,CENTRE COMMERCIAL,
badr-907,HAMMAM DALAA,68,,,35,4,approximate,bank_locator,bank_locator,badr,"Centre ville,place des Martyrs,ville de Hammam el dalaa",
badr-908,MAGRA,68,,,35,5,approximate,bank_locator,bank_locator,badr,CENTRE VILLE DE MAGRA,
badr-921,MASCARA,29,,,35.3962,0.13983,exact,bank_locator,bank_locator,badr,"1,PLACE EMIR A.E.K",
badr-922,MOHAMADIA,29,,,35.58995,0.06554,exact,bank_locator,bank_locator,badr,"64, RUE BEN ZOHRA A.E.K",
badr-923,TIGHENNIF,29,,,35.41555,0.3258,exact,bank_locator,bank_locator,badr,RUE LARBI BEN M'HIDI,
badr-924,AIN -FEKAN,29,,,35.22549,-0.0021,exact,bank_locator,bank_locator,badr,"16,RUE DE L'INDEPENDANCE",
badr-925,SIG,29,,,35.52936,-0.19652,exact,bank_locator,bank_locator,badr,"32, RUE COLONEL AMIROUCHE",
badr-926,GHRISS,29,,,35.25167,0.15532,exact,bank_locator,bank_locator,badr,AVENU BEN ATTIA,
badr-928,EL BORDJ,29,,,35.51494,0.3004,exact,bank_locator,bank_locator,badr,RUE DES MARTYRS EL B ORDJ,
badr-929,OUED TARIA,29,,,35.11418,0.08909,exact,bank_locator,bank_locator,badr,ROUTE DE SIDI AISSA - OUED TARIA-,
badr-949,ORAN,31,,,35.703685,-0.634418,exact,bank_locator,bank_locator,badr,"114,RUE LARBI BEN MHIDI",
badr-950,"ORAN ""B"" ex VICTORIA",31,,,35.704114,-0.624123,exact,bank_locator,bank_locator,badr,"26,RUE DE NORMANDIE BEL AIR",
badr-954,BETHIOUA,31,,,35.806667,-0.268228,exact,bank_locator,bank_locator,badr,"01, RUE DE SIG",
badr-955,BOUTLELIS,31,,,35.574223,-0.900111,exact,bank_locator,bank_locator,badr,CENTRE COMMERCIAL DE BOUTLELIS,
badr-956,GDYEL,31,,,35.78111,-0.42581,exact,bank_locator,bank_locator,badr,15 AVENUE MED KHEMISTI MAISON DE L'AGRICULTURE,
badr-957,AIN.EL.TURCK,31,,,35.746242,-0.799036,exact,bank_locator,bank_locator,badr,AV HARRICHI BOUMEDIENNE,
badr-958,IBN ROCHD,31,,,35.70324,-0.59621,exact,bank_locator,bank_locator,badr,HAI ENNOUR RUE EL MOHITI N°03 USTO / ORAN,
badr-963,ZABANA,48,,,35.697644,0.645691,exact,bank_locator,bank_locator,badr,"03, BOULVARD AHMED ZABANA",
bdl-102,Alger,16,,,,,,,bank_locator,bdl,AREOPORT HOUARI BOUMEDIENE DAR EL BAIDA ALGER,
bdl-103,Boudouaou,35,,,,,,,bank_locator,bdl,RUE 1 ER NOVEMBRE BOUDOUAOU BOUMERDES,
bdl-104,HUSSEIN DAY,16,,,,,,,bank_locator,bdl,"03, RUE LAYACHI YAHIA HUSSEIN DEY",
bdl-105,El MOURADIA,16,,,,,,,bank_locator,bdl,03 CHEMIN MOHAMED GASEM EL MOURADIA ALGER,
bdl-106,El-BIAR,16,,,,,,,bank_locator,bdl,"04,RUE KACI AIT HAMOUDA EL BIAR",
bdl-107,PORT SAÏD,16,,,36.7800979,3.0596274,exact,bank_locator,bank_locator,bdl,"01 BIS, RUE ALI BOUMENDJEL PORT SAID ALGER",
bdl-108,Beraki,16,,,,,,,bank_locator,bdl,N° 175 COMMUNE DE BERAKI Alger,
bdl-109,BAB EL OUED,16,,,,,,,bank_locator,bdl,"20, RUE AHMED BOUBELLA BAB EL OUED ALGER",
bdl-110,Mohammadia (pins maritimes),16,,,,,,,bank_locator,bdl,PALAIS DES EXPOSITION MOHAMMADIA ALGER,
bdl-111,BIR MOURAD RAIS,16,,,,,,,bank_locator,bdl,"38, RUE DES FRÈRES BOUADOU BIR MOURAD RAIS ALGER",
bdl-113,Delly Brahim,16,,,,,,,bank_locator,bdl,,
bdl-114,Sidi yahia,16,,,,,,,bank_locator,bdl,"13 CHEMIN SIDI YAHIA, HYDRA, ALGER",
bdl-115,OULED FAYET,16,,,,,,,bank_locator,bdl,"114, LOTISSEMENT 02 OULED FAYET ALGER",
bdl-117,STAOUELI 2,16,,,,,,,bank_locator,bdl,"VILLA CHEZZA, ROUTE NATIONALE N 11 STAOUELI",
bdl-118,Hadj-Mohamed Bouamra,09,,,,,,,bank_locator,bdl,AVENUE DU 1ER NOVEMBRE,
bdl-119,KOLEA,42,,,36.6400268,2.7711168,exact,bank_locator,bank_locator,bdl,RUE DES FRERES EL HACHMI KOLEA,
bdl-120,TIPAZA,42,,,,,,,bank_locator,bdl,RUE DE LA PIETONNIÉRE N° 01,
bdl-121,AIN TAGOURAIT,42,,,,,,,bank_locator,bdl,RUE 1ER NOVEMBRE AIN TAGOURAIT,
bdl-122,Boussmail,42,,,,,,,bank_locator,bdl,"Boulevard 1 novembre, Bousmail Tipaza",
bdl-123,Ain Benian,16,,,,,,,bank_locator,bdl,LOTISSEMENT LIMOUNI N°103 AIN BENIAN - ALGER,
bdl-124,Dar El beida,16,,,,,,,bank_locator,bdl,CITE ABDOUNI BOUALEM ILOT N°24 DAR EL BAIDA ALGER,
bdl-125,GUERRARA,47,,,,,,,bank_locator,bdl,RUE EMIR ABDELKADER GUERRARA,
bdl-126,HASSI MESSAOUD,30,,,,,,,bank_locator,bdl,CITE 134 LGTS BP 606 HASSI MESSAOUD,
bdl-127,BOUSAADA,68,,,,,,,bank_locator,bdl,AVENUE DE LA RÉPUBLIQUE BOUSAÂDA,
bdl-128,Ain Bessam,10,,,,,,,bank_locator,bdl,"RUE BOUALEM AL-ALOUI, AIN BASSAM WILAYA DE BOUIRA",
bdl-129,TAMANRASSET,11,,,22.7888555,5.5258268,exact,bank_locator,bank_locator,bdl,CENTRE DE VILLE BP 104 TAMANRASSET,
bdl-130,Ouacif,15,,,,,,,bank_locator,bdl,"6 LOCAUX 1, 2, 3, 4, 5, 6 CITE DES 50 LOCAUX PROFESSIONNELS OUACIF TIZI-OUZOU",
bdl-131,Amizour,06,,,,,,,bank_locator,bdl,RUE AREZKI LAURES AMIZOUR WILAYA DE BEJAIA,
bdl-133,BEJAIA LIBERTÉ,06,,,,,,,bank_locator,bdl,"33, RUE DE LA LIBERTÉ BEJAIA",
bdl-134,SIDI AÏCH,06,,,,,,,bank_locator,bdl,AVENUE DU 1ER NOVEMBRE,
bdl-135,CHERCHELL,42,,,,,,,bank_locator,bdl,RUE YOUCEF KHOUDJA CHERCHELL,
bdl-138,BOGHNI,15,,,,,,,bank_locator,bdl,"CITÉ 18 LOGEMENTS, BOGHNI",
bdl-139,MÉDÉA,26,,,,,,,bank_locator,bdl,RUE DOCTEUR BOUDHERBA ISMAIL,
bdl-140,AIN TAYA,16,,,,,,,bank_locator,bdl,AVENUE ALI KHOUDJA AIN TAYA,
bdl-142,EL KSEUR,06,,,,,,,bank_locator,bdl,RUE ATTIR SALAH,
bdl-143,DELLYS,35,,,,,,,bank_locator,bdl,"N°50 CITE DES JARDINS DELLYS,",
bdl-144,TIGZIRT,15,,,,,,,bank_locator,bdl,"CITÉ 150 LOGTS, TIGZIRT",
bdl-145,FREHA,15,,,,,,,bank_locator,bdl,"CITÉ 18 LOGTS, FREHA",
bdl-147,DJURDJURA,15,,,,,,,bank_locator,bdl,BOULEVARD STITTI ALI TIZI OUZOU,
bdl-148,Reghaia,35,,,,,,,bank_locator,bdl,COOP.IMMOB HOUARI BOUMEDIENNE-ALGER,
bdl-150,DIDOUCHE MOURAD,16,,,,,,,bank_locator,bdl,24 RUE DES FRÈRES MESLEM ALGER,
bdl-151,AZZAZGA,15,,,,,,,bank_locator,bdl,RUE BELKACEM HANAFI AZAZGA,
bdl-152,BEJAIA PLAINE,06,,,,,,,bank_locator,bdl,CITE TOBBAL BEJAIA,
bdl-153,AKBOU,06,,,,,,,bank_locator,bdl,LOTISSEMENT RAHBA AKBOU.,
bdl-154,AIN DEFLA,44,,,,,,,bank_locator,bdl,"RUE EMIR ABDELKADER , AIN DEFLA",
bdl-155,KHEMMIS MELIANA,44,,,,,,,bank_locator,bdl,RUE DU 20 AOUT 1955 KHEMIS MILIANA,
bdl-156,EL HARRACH,16,,,,,,,bank_locator,bdl,"02, RUE DE LA CHARTE EL HARRACH",
bdl-157,ZERALDA,16,,,,,,,bank_locator,bdl,"RUE BENFADDAH AISSA, ZÉRALDA",
bdl-158,STAOUELI 1,16,,,,,,,bank_locator,bdl,"05, RUE GACI AMAR, STAOUÉLI",
bdl-159,BERROUAGHIA,26,,,,,,,bank_locator,bdl,CITÉ DES 483 LOGEMENTS BERROUAGHIA,
bdl-160,NOUVELLE VILLE,15,,,36.7093938,4.0357937,exact,bank_locator,bank_locator,bdl,CITÉ 145 LOGEMENTS TIZI OUZOU,
bdl-161,AIN EL HAMMAM,15,,,,,,,bank_locator,bdl,ABI YOUCEF AIN EL HAMMAM,
bdl-162,BOUZGUENE,15,,,,,,,bank_locator,bdl,BOUZEGUENE CENTRE BOUZEGUENE,
bdl-163,DRAÂ BEN KHEDDA,15,,,,,,,bank_locator,bdl,CITÉ 22 LOGEMENTS DRA BEN KHEDDA,
bdl-164,OULED FARES,02,,,,,,,bank_locator,bdl,"RUE PRINCIPALE, OULED FARES CHLEF",
bdl-165,BOUMERDES,35,,,,,,,bank_locator,bdl,RN24-COMPLEXE LA SOUMMAM,
bdl-166,ROUIBA,16,,,,,,,bank_locator,bdl,BD KOUIDRI MENOUER ROUIBA ALGER,
bdl-167,LAGHOUAT,03,,,,,,,bank_locator,bdl,"CITÉ BENSAHNOUN MAAMOURAH,",
bdl-168,CHLEF,02,,,36.1476059,1.3083792,exact,bank_locator,bank_locator,bdl,35 RUE DES MARTYRS CHLEF,
bdl-170,EMIR ABDELKADER,16,,,36.7764054,3.0580662,exact,bank_locator,bank_locator,bdl,"03, PLACE EMIR ABDELKADER ALGER",
bdl-171,SI ABDELLAH,15,,,,,,,bank_locator,bdl,66 RUE CAPITAINE SI ABDELLAH TIZI OUZOU,
bdl-173,BELOUIZDED,16,,,,,,,bank_locator,bdl,CENTRE COMMERCIAL DU STADE BELOUIZDED,
bdl-174,CHLEF,02,,,,,,,bank_locator,bdl,RUE DES GAZELLES,
bdl-176,Lakhdaria,10,,,,,,,bank_locator,bdl,CITE DES 39 LOGTS ROUTE N 05 ROUTE DE LA KHDAIRA - BOUIRA,
bdl-177,Sour el ghozlane,10,,,,,,,bank_locator,bdl,RUE ZEGUICHE MOHAMED SOUR EL GHOZLANE-BOUIRA,
bdl-178,BOUKADIR,02,,,,,,,bank_locator,bdl,"RUE MOHAMED GHOLAMINE, BOUKADIR",
bdl-179,TENES,02,,,,,,,bank_locator,bdl,"RUE DE LA RÉVOLUTION, TÉNÈS",
bdl-180,Tadmait,15,,,,,,,bank_locator,bdl,CITE DES 48 LOGEMENTS WILAYA DE TIZI-OUZOU,
bdl-181,BLIDA 1,09,,,,,,,bank_locator,bdl,RUE DE LA PALESTINE CITE PIMA,
bdl-182,HADJOUT,42,,,,,,,bank_locator,bdl,63 FETTAKA ALI HADJOUT TIPAZA,
bdl-183,DRAÂ EL MIZAN,15,,,,,,,bank_locator,bdl,RUE COLONEL SI HOUES DRAA,
bdl-184,BOUIRA,10,,,,,,,bank_locator,bdl,RUE DU 20 AOUT 1955 BOUIRA,
bdl-185,GHARDAÏA,47,,,,,,,bank_locator,bdl,AVENUE TALBI AHMED BP 385 CNE,
bdl-187,DJELFA,17,,,,,,,bank_locator,bdl,CITÉ NOUVELLE MOSQUÉE DJELFA,
bdl-188,Ouargla,30,,,,,,,bank_locator,bdl,RUE EMIR ABDELKADER PLACE DE LA POSTE OUARGLA,
bdl-189,BERRIANE,47,,,,,,,bank_locator,bdl,,
bdl-190,AIN OUSSERA,17,,,,,,,bank_locator,bdl,,
bdl-191,Hassi Bahbah,17,,,,,,,bank_locator,bdl,"CITE KHELIFA SI ECHERIF, BATISSE 192 N° 140, HASSI BAHBAH DJELFA",
bdl-192,Ain Romana,09,,,,,,,bank_locator,bdl,"N°22 Commune Romana, Daira de Mouzaia",
bdl-194,BLIDA 2,09,,,,,,,bank_locator,bdl,BOULEVARD TAKARLI ABDEREZAK,
bdl-195,BOUINAN,09,,,,,,,bank_locator,bdl,"CITE DES 50 LOGEMENTS,",
bdl-196,BOUFARIK,09,,,,,,,bank_locator,bdl,BOULEVARD MOKHTARI ALI BOUFARIK,
bdl-197,EL MENEA,47,,,,,,,bank_locator,bdl,"RUE MUSTAPHA HARKATI , EL MENEA,",
bdl-198,ILLIZI,33,,,,,,,bank_locator,bdl,RUE MUSTAPHA BENBOULAID ILLIZI,
bdl-199,AFLOU,03,,,,,,,bank_locator,bdl,"RUE COLONEL LOTFI, AFLOU,",
bdl-204,ANNABA,23,,,,,,,bank_locator,bdl,6.RUE DU C.N.R.A ANNABA,
bdl-205,ANNABA,23,,,,,,,bank_locator,bdl,CITÉ DES 100 LOGEMENTS ANNABA,
bdl-206,Drean,36,,,,,,,bank_locator,bdl,cité 856 Bt N°16 Drean El-Tarf,
bdl-207,SEDRATA,41,,,,,,,bank_locator,bdl,ROUTE MORSOT SEDRATA,
bdl-209,CHERIA,12,,,35.2721494,7.7496965,exact,bank_locator,bank_locator,bdl,CITE 100 LOGTS CHERIA TEBESSA,
bdl-210,TEBESSA,12,,,,,,,bank_locator,bdl,"ROUTE MORSOT, QUARTIER DE LA REMONTE TEBESSA",
bdl-230,AZZABA,21,,,,,,,bank_locator,bdl,05 RUE DES FRERES DJEZZAR AZZABA,
bdl-231,EL TARF,36,,,,,,,bank_locator,bdl,CITÉ DES 200 LOGEMENTS EL TARF,
bdl-232,GUELMA,24,,,,,,,bank_locator,bdl,RUE DEBBACHE ABDERRAZAK GUELMA,
bdl-233,ZIGHOUT YOUCEF,21,,,,,,,bank_locator,bdl,05 RUE DE REVOLUTION SKIKDA,
bdl-234,SOUK AHRAS,41,,,,,,,bank_locator,bdl,RUE BEN BOULAID SOUK AHRAS,
bdl-235,BOUCHEGOUF,24,,,,,,,bank_locator,bdl,AVENUE DE LA REPUBLIQUE BOUCHEGOUF,
bdl-250,EL HARROUCH,21,,,,,,,bank_locator,bdl,RUE BACHIR BOUKADOUM EL HARROUCH,
bdl-274,ANNABA 1ER NOVEMBRE,23,,,,,,,bank_locator,bdl,1ER NOVEMBRE ANNABA,
bdl-306,TOUGGOURT,30,,,,,,,bank_locator,bdl,,
bdl-307,BISKRA,07,,,,,,,bank_locator,bdl,5 RUE DJEZZAR BISKRA,
bdl-308,OULED DJELLAL,07,,,,,,,bank_locator,bdl,CITÉ DES 200 LOGEMENTS OULED DJELLAL,
bdl-318,SI HAOUES,25,,,,,,,bank_locator,bdl,15 RUE ALI BESBES CONSTANTINE,
bdl-319,RHUMEL,25,,,,,,,bank_locator,bdl,01 RUE CDT SI EL HAOUES CONSTANTINE,
bdl-320,El khroub,25,,,,,,,bank_locator,bdl,CITE 2013 LGTS BT 56 N° 1 et 2 EL KHROUB CONSTANTINE,
bdl-321,CHELGHOUM LAID,43,,,,,,,bank_locator,bdl,N° 62 RUE 05 JUILLET CHELGHOUM LAID,
bdl-323,BARIKA,05,,,,,,,bank_locator,bdl,RUE DEBBACHE ABDERRAZAK,
bdl-324,SIDI AISSA,28,,,,,,,bank_locator,bdl,"Cité 05 Juillet 1962, SIDI AISSA",
bdl-326,AIN BEIDA,04,,,,,,,bank_locator,bdl,PLACE DE LA PALESTINE AIN BEIDA,
bdl-327,TAHER EL-BARAKA,18,,,36.7703163,5.8968086,exact,bank_locator,bank_locator,bdl,CENTRE COMMERCIAL PLACE DE LA REPUBLIQUE JIJEL,
bdl-328,BOUGAA,19,,,,,,,bank_locator,bdl,RUE DERS MARTYRS-CENTRE VILLE,
bdl-329,BORDJ BOU ARRERIDJ,34,,,,,,,bank_locator,bdl,RUE MOHAMED CHERIFI N° 96,
bdl-330,SÉTIF EL FOUARA,19,,,,,,,bank_locator,bdl,"1, AVENUE DE LA RÉPUBLIQUE SETIF",
bdl-331,ARRIS,05,,,35.2583295,6.3489648,exact,bank_locator,bank_locator,bdl,RUE BEN BOULAID ARRIS,
bdl-332,BATNA BEN BOULAID,05,,,,,,,bank_locator,bdl,AVENUE DE LA REPUBLIQUE BATNA,
bdl-333,KAIS,40,,,35.4971318,6.9208091,exact,bank_locator,bank_locator,bdl,CITÉ 544 LOGEMENTS KAIS KHENCHELA,
bdl-334,BATNA 5 JUILLET,05,,,,,,,bank_locator,bdl,"CITÉ ADMINISTRATIVE, ROUTE DE BISKRA BATNA",
bdl-335,BATNA,05,,,,,,,bank_locator,bdl,,
bdl-336,MEROUANA,05,,,,,,,bank_locator,bdl,CITÉ 874 LOGEMENT MEROUANA,
bdl-337,KHENCHELA,40,,,,,,,bank_locator,bdl,ALLÉE 1ER NOVEMBRE 54 KHENCHELA,
bdl-338,Saldae,06,,,,,,,bank_locator,bdl,06 RUE DE LA LIBERTE BEJAIA,
bdl-360,OUM EL BOUAGHI,04,,,,,,,bank_locator,bdl,RUE 1ER NOVEMBRE OUM EL BOUAGHI,
bdl-361,Ali Mendjli,25,,,,,,,bank_locator,bdl,NOUVELLE VILLE ALI MENDJELI-EL KHROUB-CONSTANTINE,
bdl-362,FERDJIOUA,43,,,,,,,bank_locator,bdl,06 BOULVARD MOHAMED KHEMISTI FERDJIOUA,
bdl-363,JIJEL,18,,,,,,,bank_locator,bdl,PLACE DU 1 ER NOVEMBRE JIJEL,
bdl-365,El milia,18,,,,,,,bank_locator,bdl,"CITE 100 LOGEMENTS, EL MELIA JIJEL",
bdl-367,EL OUED,39,,,33.3691535,6.8502803,exact,bank_locator,bank_locator,bdl,CITÉ 400 LOGEMENTS EL OUED,
bdl-368,EL EULMA,19,,,,,,,bank_locator,bdl,RUE DU 1ER NOVEMBRE 1954 EL EULMA,
bdl-369,RAS EL OUED,34,,,,,,,bank_locator,bdl,"280,CITÉ DES 300 LOGEMENTS - RAS",
bdl-374,SETIF 1ER NOV,19,,,,,,,bank_locator,bdl,AVENUE 1ER NOVEMBRE 1954 -SETIF,
bdl-375,Ain Oulmane,19,,,,,,,bank_locator,bdl,,
bdl-403,Hammam Bou Hadjar,13,,,,,,,bank_locator,bdl,"12 RUE MAATA MOHAMED, HAMMAM BOU HADJAR AIN TIMOUCHENT",
bdl-405,ES-SENIA,31,,,,,,,bank_locator,bdl,"05, RUE DES FRÈRES BAHI AMAR ES SENIA ORAN",
bdl-408,SIG,29,,,35.5312767,-0.1955388,exact,bank_locator,bank_locator,bdl,"29, RUE NEKKAB MILOUD SIG",
bdl-414,Oran El Wiam,31,,,,,,,bank_locator,bdl,"N°17,RUE DE LA PAIX ORAN",
bdl-416,Bir El Djir,31,,,,,,,bank_locator,bdl,CITE KHEMISTI N°227 BIR EL DJIR ORAN,
bdl-417,ORAN,31,,,,,,,bank_locator,bdl,99 RUE LABI BEN MHIDI ORAN,
bdl-418,MAGHNIA,13,,,,,,,bank_locator,bdl,RUE MOHAMED BOUDIAF MAGHNIA,
bdl-419,AIN TEMOUCHENT,46,,,,,,,bank_locator,bdl,RUE MOHAMMED BOUDIAF AIN TEMOUCHENT,
bdl-420,AHMED ZABANA,31,,,35.6975385,-0.6443182,exact,bank_locator,bank_locator,bdl,04 RUE BOUGUETTAYA ABDELLAH ORAN,
